"","date","time","people","status","title","content"
"132","<U+00A0>105/08/19","<U+00A0>17:10:05","<U+00A0>黃啟峰","<U+00A0>總經理","<U+00A0>
公告重編本公司100年至104年間各受影響季度之財報","1.事實發生日:105/08/19
2.更正且重編之財務報告年季:100年至104年間各受影響季度之財報
3.發生緣由:本公司依法應重編前揭財務報告。
4.主管機關限定更正之日期:105/08/15
5.與前次公告財務報告之主要差異:尚待清查中。
6.因應措施:函請金管會再予展延本公司重編財報之重行公告申報期限。
7.其他應敘明事項:本公司於今年6月22日委任繼任會計師，並積極配合繼任會計師之要
求，清查可能影響財報之資訊，重編受影響年度之財報，以提供繼任會計師重新查核簽
證。惟因受影響之財報長達5個年度，實未能於一個多月的時間內完成，故無法於金管
會所定105年8月15日之期限前重行公告申報。"
"133","<U+00A0>105/08/19","<U+00A0>17:10:50","<U+00A0>黃啟峰","<U+00A0>總經理","<U+00A0>
公告本公司研發主管異動","1.人員變動別（請輸入發言人、代理發言人、重要營運主管之名稱、財務主管、會計主
管、研發主管、內部稽核主管或訴訟及非訟代理人）:研發主管
2.發生變動日期:105/08/19
3.舊任者姓名、級職及簡歷:張錦泉，本公司現任研發中心處長
4.新任者姓名、級職及簡歷:廖浩嘉，本公司現任半導體靶材專案處副處長
5.異動情形（請輸入「辭職」、「職務調整」、「資遣」、「退休」、「死亡」、「新
任」或「解任」）:退休
6.異動原因:退休
7.生效日期:105/08/31
8.新任者聯絡電話:06-5110123
9.其他應敘明事項:無"
"134","<U+00A0>105/08/19","<U+00A0>17:12:00","<U+00A0>黃啟峰","<U+00A0>總經理","<U+00A0>
更正本公司民國104年度之內部控制制度聲明書","1.董事會通過日期:105/08/19
2.變更後之內部控制制度聲明書類型:表示設計或執行有重大缺失-遵循法令規章部分採
全部法令規章均聲明
3.變更緣由:依財團法人中華民國證券櫃買中心函令，委託會計師就本公司及子公司
104年度內部控制制度執行情形進行專案審查。
4.因應措施:本公司依據會計師專案審查結果，更正104年度之內部控制制度聲明書。
5.其他應敘明事項:無"
"135","<U+00A0>105/08/19","<U+00A0>17:14:40","<U+00A0>劉信宏","<U+00A0>總經理室經理","<U+00A0>
公告本公司105年除息基準日相關事宜","1.董事會、股東會決議或公司決定日期:105/08/19
2.除權、息類別（請填入「除權」、「除息」或「除權息」）:除息
3.發放股利種類及金額:股東現金股利新台幣147,644,298元，每股
配發新台幣3元。
4.除權（息）交易日:105/09/13
5.最後過戶日:105/09/17
6.停止過戶起始日期:105/09/18
7.停止過戶截止日期:105/09/22
8.除權（息）基準日:105/09/22
9.其他應敘明事項:
(1)現金股利發放日為105/10/14。
(2)因105/09/17適逢例假日，故現場過戶日提前至105/09/14。"
"136","<U+00A0>105/08/19","<U+00A0>17:32:37","<U+00A0>許繼文","<U+00A0>副總經理","<U+00A0>
代重要子公司恒合投資股份有限公司公告
現金增資基準日","1.事實發生日:105/08/19
2.公司名稱:恒合投資股份有限公司
3.與公司關係(請輸入本公司或子公司):子公司
4.相互持股比例:100%
5.發生緣由:
1.本公司於民國105年08月10日經董事會決議發行新股普通股2,445,000股
，每股發行價格新台幣10元，共計24,450,000元。
2.截至本日為止股款尚未收足，為營運需要，擬將現金增資發行普通股新股
2,445,000股降低為2,290,746股，每股發行價格新台幣10元，
共計22,907,460元。
3訂定增資基準日為105年08月19日。
6.因應措施:無
7.其他應敘明事項:無"
"137","<U+00A0>105/08/19","<U+00A0>17:33:41","<U+00A0>施俊男","<U+00A0>副總經理","<U+00A0>
本公司董事會決議與北新集團建材股份有限公司簽訂合作
框架協議書","1.事實發生日:105/08/19
2.契約或承諾相對人:北新集團建材股份有限公司
3.與公司關係:非關係人
4.契約或承諾起迄日期（或解除日期）:105/08/19
5.主要內容（解除者不適用）:
(1)雙方建立全面戰略合作夥伴關係，充分發揮北新在礦棉板及青鋼在烤漆龍骨領域的優
勢，共同致力於為全球客戶提供高品質烤漆龍骨和礦棉板吊頂系統以及其他高品質金屬
建材。
(2)為了進一步提升烤漆龍骨業務的競爭力，青鋼同意將其間接持有的上海青鋼股權轉讓
給北新。股權轉讓價格以審計評估和盡職調查結果為依據由各方協商確定。
(3)青鋼的微孔吸音板，將與北新另行簽訂合作協議，未來北新將成為青鋼在中國大陸地
區的優先合作夥伴，充分發揮其優勢全面支持微孔吸音板的市場拓展。
6.限制條款（解除者不適用）:依框架協議約定。
7.對公司財務、業務之影響（解除者不適用）:本框架協議旨在確認雙方合作意願、基本
價格與原則，目前對公司財務、業務並未產生影響。
8.具體目的（解除者不適用）:確定雙方合作共識作為未來正式契約之依據。
9.其他應敘明事項:投資人應注意，本交易案須由本公司及北新公司雙方董事會決議通過
，始能確定雙方權利義務並簽署正式契約，並將於取得相關主管機關許可暨其他交易先
決條件成就後始得進行交割。"
"138","<U+00A0>105/08/19","<U+00A0>17:36:10","<U+00A0>羅美煒","<U+00A0>財務長","<U+00A0>
本公司收回已發行之限制員工權利新股辦理註銷完成公告","1.主管機關核准減資日期:102/10/02
2.辦理資本變更登記完成日期:105/08/17
3.對財務報告之影響（含實收資本額與流通在外股數之差異與對每股淨值之影響）:
　(1)收回已發行之限制員工權利新股註銷減資前：本公司實收資本額為
 　　新台幣1,331,161,150元，在外流通股數為133,116,115股，每股淨
　 　值為新台幣39.82元。
　(2)收回已發行之限制員工權利新股註銷減資後：本公司實收資本額為
　　 新台幣1,330,861,540元，在外流通股數為133,086,154股，每股淨
　　 值為新台幣39.83元。
4.預計換股作業計畫:不適用。
5.預計減資新股上櫃後之上櫃普通股股數:不適用。
6.預計減資新股上櫃後之上櫃普通股股數占已發行普通股比率
（減資後上櫃普通股股數/減資後已發行普通股股數）:不適用。
7.前二項預計減資後上櫃普通股股數未達500萬股且未達25%者，
請說明股權流通性偏低之因應措施:不適用。
8.其他應敘明事項:
　(1)以上每股淨值係依最近一期(105Q2)會計師查核財務報告計算之。
　(2)本公司本次辦理收回已發行之限制員工權利新股註銷減資股數為29,961股。"
"139","<U+00A0>105/08/19","<U+00A0>18:07:16","<U+00A0>謝宜玲","<U+00A0>經理","<U+00A0>
董事會決議與力訊股份有限公司進行簡易合併","1.併購種類(如合併、分割、收購或股份受讓):
合併
2.事實發生日:105/8/19
3.參與併購公司名稱(如合併另一方公司、分割新設公司、收購或受讓股份標的公司之
名稱:
艾訊股份有限公司(存續公司，以下簡稱艾訊)
力訊股份有限公司(消滅公司，以下簡稱力訊)
4.交易相對人(如合併另一方公司、分割讓與他公司、收購或受讓股份之交易對象):
力訊股份有限公司
5.交易相對人為關係人:是
6.交易相對人與公司之關係(本公司轉投資持股達XX%之被投資公司)，並說明選定
收購、受讓他公司股份之對象為關係企業或關係人之原因及是否不影響股東權益:
力訊係艾訊轉投資持股達100%之被投資公司，擬依企業併購法第十九條規定
與力訊進行簡易合併，合併不換股，並不影響股東權益。
7.併購目的:
為精實營運效率與提升管理績效。
8.併購後預計產生之效益:
預期將達到簡化組織架構，整合集團資源的目標。
9.併購對每股淨值及每股盈餘之影響:
力訊係艾訊轉投資持股達100%之被投資公司，合併不換股，並不影響股東權益，
對每股淨值及每股盈餘並無影響。
10.換股比例及其計算依據:
力訊係艾訊轉投資持股達100%之被投資公司，本合併案係為集團組織重組，
合併不換股，故無換股比率之適用。
11.預定完成日程:
暫定合併基準日為105年10月1日。
12.既存或新設公司承受消滅(或分割)公司權利義務相關事項(註一):
合併基準日後，力訊(消滅公司)之資產、負債及截至合併基準日止仍為有效之
一切權利義務概由艾訊(存續公司)概括承受。
13.參與合併公司之基本資料(註二):
(1)艾訊股份有限公司，主要營業項目：工業用電腦及嵌入式單板主機板之設計、
製造及銷售。
(2)力訊股份有限公司，主要營業項目：工業用平板電腦及顯示器、
數位看板廣告機設計、製造及銷售。
14.分割之相關事項(含預定讓與既存公司或新設公司之營業、資產之評價價值；被
分割公司或其股東所取得股份之總數、種類及數量；被分割公司資本減少時，其資
本減少有關事項)(註：若非分割公告時，則不適用):
不適用。
15.併購股份未來移轉之條件及限制:
不適用。
16.其他重要約定事:
本次合併之相關事宜，除依法公告外，並依相關法規規定辦理。
17.本次交易，董事有無異議:否
18.其他敘明事項:
合併基準日若有變更，由雙方董事會授權艾訊董事長全權處理之。
註一、既存或新設公司承受消滅公司權利義務相關事項，包括庫藏股及已發行具有股權性質有
　　　價證券之處理原則。
註二：參與合併公司之基本資料包括公司名稱及所營業務
　　　之主要內容。"
"140","<U+00A0>105/08/19","<U+00A0>18:13:44","<U+00A0>何曉光","<U+00A0>總經理","<U+00A0>
代重要子公司海景世界企業(股)公司公告現金減資變更登記完成","1.主管機關核准減資日期:105/08/12
2.辦理資本變更登記完成日期:105/08/12
3.對財務報告之影響（含實收資本額與流通在外股數之差異與對每股淨值之影響）:無
4.預計換股作業計畫:無
5.預計減資新股上櫃後之上櫃普通股股數:不適用
6.預計減資新股上櫃後之上櫃普通股股數占已發行普通股比率
（減資後上櫃普通股股數/減資後已發行普通股股數）:不適用
7.前二項預計減資後上櫃普通股股數未達500萬股且未達25%者，
請說明股權流通性偏低之因應措施:不適用
8.其他應敘明事項:105/08/19接獲會計師事務師轉交之變更登記核準函"
"141","<U+00A0>105/08/19","<U+00A0>18:31:17","<U+00A0>陳怡華","<U+00A0>經理","<U+00A0>
本公司受邀參加證券櫃檯買賣中心於105年8月23日舉辦之「櫃買市場業績發表會」","符合條款第四條第XX款：12
事實發生日：105/08/23
1.召開法人說明會之日期：105/08/23
2.召開法人說明會之時間：16 時 00 分 
3.召開法人說明會之地點：櫃買中心11樓多媒體室（地址：台北市中正區羅斯福路二段100號11樓）
4.法人說明會擇要訊息：本公司受邀參加證券櫃檯買賣中心舉辦之「櫃買市場業績發表會」，並就公司營運及財務狀況作說明。
5.其他應敘明事項：無
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
"142","<U+00A0>105/08/19","<U+00A0>18:43:48","<U+00A0>李姵儀","<U+00A0>行政主管","<U+00A0>
公告本公司105年第一次股東臨時會重要決議事項","1.股東臨時會日期:105/08/19
2.重要決議事項:
一.表決通過本公司董事會得以分別或分次出售和新小客車租賃(股)公司及建新小客
車租賃(股)公司，但總和之價格不得低於10.5億元，並授權董事會以及董事長全權
處理合約以及交割事宜之修正議案。
二.表決同意本公司董事會「依據訴訟案判決狀況，評估續辦圓方創新股份有限公司
、萬達開發股份有限公司、食方餐飲股份有限公司及神去山股份有限公司簡易合併案
之利弊，並得於未來取銷辦理簡易合併案」。
3.其他應敘明事項:無"
"143","<U+00A0>105/08/19","<U+00A0>18:53:52","<U+00A0>李姵儀","<U+00A0>行政主管","<U+00A0>
本公司收到出售和新小客車租賃(股)公司應買人議價保證金款項","1.事實發生日:105/08/19
2.公司名稱:圓方創新(股)公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:
關於本公司公告預計出售和新小客車租賃(股)公司之股權投資案,已於
105/08/19收到應買人議價之保證金款項新台幣2億7仟萬元
6.因應措施:無
7.其他應敘明事項:無"
"144","<U+00A0>105/08/19","<U+00A0>19:01:20","<U+00A0>黃啟峰","<U+00A0>總經理","<U+00A0>
公告本公司更換會計師之相關資訊","1.董事會通過日期(事實發生日):105/08/19
2.舊會計師事務所名稱:資信聯合會計師事務所
3.舊任簽證會計師姓名1:張蔚誠
4.舊任簽證會計師姓名2:謝婉麗
5.新會計師事務所名稱:南台聯合會計師事務所
6.新任簽證會計師姓名1:丁澤祥
7.新任簽證會計師姓名2:蔡玉琴
8.變更會計師之原因:
因張蔚誠會計師及謝婉麗會計師離開資信聯合會計師事務所
9.說明係由公司主動終止委任或不再繼續委任或前任會計師主動終止委任
或不再繼續接受委任:
公司不再繼續委任
10.公司通知或接獲通知終止之日期:105/08/19
11.最近二年度已申報或即將編製之財務報告是否曾經會計師調整或提出內
部控制重大改進事項之建議:
前任安永會計師於執行105年Q1財務報表核閱外勤期間,獲告知本公司
於原編製104年度財務報表並未含計及揭露本公司與豐業銀行已
存在及往來之帳戶,且未能具體說明且提供完整之相關交易流程
、明細及影響金額以供查核驗證,再於105年5月6日下午召開重
大訊息說明本公司原編製之104年度財務報表有估計損失及未
入帳負債約新台幣5億元需再補估計入帳之情事,但本公司亦
未能具體說明交易之背景及其影響.
12.公司對上開調整或建議事項有無不同意見(若有不同意見，請詳細說明每
一事項之性質、公司原處理方法與最後處理結果暨繼任會計師對各該事
項之書面意見):
就安永聯合會計師事務所所提事項，本公司必須澄清，在該事務所
查核期間，確已盡力提供相關資料，並就其提問作有說明，並無所
指未做具體說明情事。
本公司已委任新會計師，待其完成財報查核簽證、核閱工作，將儘速依法辦理公告。
13.公司正式委任繼任會計師前，是否曾就上開前任會計師所做調整及建議
事項之處理及其對財務報表可能簽發之意見，諮詢該會計師(若有，請輸
入詢問事項及結果):
無
14.說明是否授權前任會計師對繼任會計師所提合理之詢問(包括上開所述不
同意見之情事)充分回答:
是
15.其他應敘明事項:
無"
"145","<U+00A0>105/08/19","<U+00A0>19:03:37","<U+00A0>謝宜玲","<U+00A0>經理","<U+00A0>
代子公司力訊股份有限公司公告董事會決議與
艾訊股份有限公司進行簡易合併","1.併購種類(如合併、分割、收購或股份受讓):
合併
2.事實發生日:105/8/19
3.參與併購公司名稱(如合併另一方公司、分割新設公司、收購或受讓股份標的公司之
名稱:
艾訊股份有限公司(存續公司，以下簡稱艾訊)
力訊股份有限公司(消滅公司，以下簡稱力訊)
4.交易相對人(如合併另一方公司、分割讓與他公司、收購或受讓股份之交易對象):
艾訊股份有限公司
5.交易相對人為關係人:是
6.交易相對人與公司之關係(本公司轉投資持股達XX%之被投資公司)，並說明選定
收購、受讓他公司股份之對象為關係企業或關係人之原因及是否不影響股東權益:
力訊係艾訊轉投資持股達100%之被投資公司，擬依企業併購法第十九條規定與
力訊進行簡易合併，合併不換股，並不影響股東權益。
7.併購目的:
為精實營運效率與提升管理績效。
8.併購後預計產生之效益:
預期將達到簡化組織架構，整合集團資源的目標。
9.併購對每股淨值及每股盈餘之影響:
力訊係艾訊轉投資持股達100%之被投資公司，合併不換股，並不影響股東權益，
對每股淨值及每股盈餘並無影響。
10.換股比例及其計算依據:
力訊係艾訊轉投資持股達100%之被投資公司，本合併案係為集團組織重組，
合併不換股，故無換股比率之適用。
11.預定完成日程:
暫定合併基準日為105年10月1日。
12.既存或新設公司承受消滅(或分割)公司權利義務相關事項(註一):
合併基準日後，力訊(消滅公司)之資產、負債及截至合併基準日止仍為有效之
一切權利義務概由艾訊(存續公司)概括承受。
13.參與合併公司之基本資料(註二):
(1)艾訊股份有限公司，主要營業項目：工業用電腦及嵌入式單板主機板之設計、
製造及銷售。
(2)力訊股份有限公司，主要營業項目：工業用平板電腦及顯示器、
數位看板廣告機設計、製造及銷售。
14.分割之相關事項(含預定讓與既存公司或新設公司之營業、資產之評價價值；被
分割公司或其股東所取得股份之總數、種類及數量；被分割公司資本減少時，其資
本減少有關事項)(註：若非分割公告時，則不適用):
不適用。
15.併購股份未來移轉之條件及限制:
不適用。
16.其他重要約定事:
本次合併之相關事宜，除依法公告外，並依相關法規規定辦理。
17.本次交易，董事有無異議:否
18.其他敘明事項:
合併基準日若有變更，由雙方董事會授權艾訊董事長全權處理之。
註一、既存或新設公司承受消滅公司權利義務相關事項，包括庫藏股及已發行具有股權性質有
　　　價證券之處理原則。
註二：參與合併公司之基本資料包括公司名稱及所營業務
　　　之主要內容。"
"146","<U+00A0>105/08/19","<U+00A0>19:15:27","<U+00A0>謝宜玲","<U+00A0>經理","<U+00A0>
代子公司力訊股份有限公司公告簡易合併案債權人公告","1.事實發生日:105/08/19
2.公司名稱:力訊股份有限公司
3.與公司關係(請輸入本公司或子公司):子公司
4.相互持股比例:艾訊股份有限公司100%持有力訊股份有限公司
5.發生緣由:
 艾訊股份有限公司及力訊股份有限公司於民國105年08月19日經雙方董事會決議通過
 進行簡易合併，合併後艾訊股份有限公司為存續公司，力訊股份有限公司為消滅公司。
 合併基準日暫訂為民國105年10月1日，自合併基準日起，力訊股份有限公司之資產、
 負債及截至合併基準日止仍為有效之一切權利義務概由艾訊股份有限公司概括承受。
6.因應措施:無
7.其他應敘明事項:
(1)依據公司法第316條之2及企業併購法第23條之規定，本公司債權人對上開合併之
   決議如有異議者，請自105年8月20日至105年9月20日止 (郵寄以郵戳日期為憑，
   受理地址：新北市新店區寶橋路235巷4號8樓會計部收，請敘明聯絡人及聯絡方式，
   並於信封封面上加註『力訊合併債權人函件』字樣，以掛號函件寄送。) 檢附債權
   證明文件，以書面方式向本公司提出，逾期未表示意見即視為無異議。
(2)合併基準日若有變更，由雙方董事會授權艾訊股份有限公司董事長全權處理之。"
"147","<U+00A0>105/08/19","<U+00A0>20:22:07","<U+00A0>于志強","<U+00A0>資深特別助理","<U+00A0>
澄清自由時報105年8月19日之相關報導","1.事實發生日:105/08/19
2.公司名稱:群聯電子股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司。
4.相互持股比例:無。
5.傳播媒體名稱:自由時報。
6.報導內容:...將被質疑的關係人交易，以根據「偵查不公開」原則，對公司的影響
「尚無法判斷」...
7.發生緣由:無。
8.因應措施:對於自由時報報導，有關本公司105年第2季合併財務報表附註32重大期後
事項所載”台灣新竹地方法院檢察署105年8月5日至本公司進行偵查程序及相關媒體
報導本公司涉嫌違法證券交易法案件乙節，依105年8月6日該署記者會說明指出，本案
與本公司與曜成科技股份有限公司(前身為聯東電子股份有限公司)、 華威達科技股份
有限公司、永馳公司間之交易有關，由於本案甫由檢調機關依法偵查，依據刑事訴訟
法偵查不公開之相關規定，對本公司之影響尚無法判斷”，文中所謂對本公司之影響
尚無法判斷係因本案之偵查尚於初始階段無法預期訴訟之結果，因此無法判斷本訴訟
之結果對本公司之影響，惟本公司將全力配合檢調之偵查以釐清真相。
本公司與前述曜成科技股份有限公司(前身為聯東電子股份有限公司)、華威達科技股份
有限公司、永馳公司間於98-104年之交易往來，雖未在各期報表中揭露關係人交易，惟
所有的進銷貨數字皆已確實入帳，且其收付款亦無異常情事均已反應在各期財務報表中
，因此各期財務報表已如實反應本公司之營運成果，特此說明。
9.其他應敘明事項:無。"
"148","<U+00A0>105/08/18","<U+00A0>17:36:24","<U+00A0>陳祖華","<U+00A0>財務長","<U+00A0>
本公司一Ｏ三年度母公司、母子公司合併財務報告更(補)正","1.事實發生日:105/08/18
2.公司名稱:台境企業股份有限公司
3.與公司關係(請輸入本公司或聯屬公司):本公司
4.相互持股比例(若前項為本公司，請填不適用):不適用
5.發生緣由:更(補)正本公司103年度母公司財務報告及母子公司合併財務報告
　更(補)正原因包含：
　(1)營業成本、營業費用分類更正：本公司103年度財務報表將部門經理級以上主管薪
　　 資及租金歸屬於營業成本；惟自104年度起開始適用國際財務報導準則，且因組織
　　 規模成長，內部落實營業單位利潤中心制及分層管理制度，轉而將營業單位之部
　　 門經理級以上主管薪資及辦公室租金費用改認列為營業費用，該項改變係因應內
　　 部管理需求，讓成本及費用更適切表達，本公司認為此表達或分類明顯較為適當
　　 ，可提供財務報告使用者可靠而更攸關之資訊。
　(2)更正關係人交易揭露資訊。
　(3)更正營運部門資訊。
　詳細的更(補)正內容及說明，請參閱公開資訊觀測站「財務報告更補正查詢作業」。
6.因應措施:
　(1)發布重大訊息公告說明財報更(補)正相關資訊。
　(2)已完成財務報告更(補)正作業，重新上傳公開資訊觀測站。
7.其他應敘明事項:本次財報更(補)正並未影響當期母公司損益及母子公司合併損益。"
"149","<U+00A0>105/08/18","<U+00A0>17:57:49","<U+00A0>吳聲濤","<U+00A0>副總經理","<U+00A0>
公告本公司初次上櫃現金增資委託代收及存儲價款機構","1.事實發生日:105/08/18
2.公司名稱:長華科技股份有限公司
3.與公司關係(請輸入本公司或聯屬公司):本公司
4.相互持股比例(若前項為本公司，請填不適用):不適用
5.發生緣由:依據發行人募集與發行有價證券處理準則辦理公告
6.因應措施:無。
7.其他應敘明事項:
(1)委託代收價款機構
   員工認股代收股款機構:台新國際商業銀行苓雅分行
   競價拍賣及公開申購代收股款機構:凱基商業銀行城東分行
(2)委託存儲專戶機構:華南商業銀行復興分行"
"150","<U+00A0>105/08/18","<U+00A0>18:33:51","<U+00A0>鄭麗雪","<U+00A0>管理處協理","<U+00A0>
公告本公司間接對大陸投資","1.事實發生日:自民國105/8/18至民國105/8/18
2.本次新增（減少）投資方式:
透過第三地區投資設立公司再投資大陸公司
3.交易單位數量、每單位價格及交易總金額:
交易單位數量：不適用。
每單位價格：不適用。
交易總金額：人民幣2,700萬元整
4.大陸被投資公司之公司名稱:
福建達邦蛋白生物科技有限公司
5.前開大陸被投資公司之實收資本額:
人民幣500萬元整
6.前開大陸被投資公司本次擬新增資本額:
人民幣2,700萬元整
7.前開大陸被投資公司主要營業項目:
製造批發及銷售水解黃豆胜月太蛋白
8.前開大陸被投資公司最近年度財務報表會計師意見型態:
不適用。
9.前開大陸被投資公司最近年度財務報表淨值:
新台幣24,796仟元
10.前開大陸被投資公司最近年度財務報表損益金額:
新台幣-196仟元
11.迄目前為止，對前開大陸被投資公司之實際投資金額:
人民幣3,200萬元整
12.交易相對人及其與公司之關係:
為本公司直接及間接持有100%子公司。
13.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉
之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期及移轉金額:
不適用。
14.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取得
及處分日期、價格及交易當時與公司之關係:
不適用。
15.處分利益（或損失）:
不適用。
16.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定事項:
不適用。
17.本次交易之決定方式、價格決定之參考依據及決策單位:
不適用。
18.經紀人:
不適用。
19.取得或處分之具體目的:
供大陸子公司建廠使用。
20.本次交易表示異議董事之意見:
不適用。
21.本次交易為關係人交易:是
22.董事會通過日期:
1.民國101年6月15日
23.監察人承認或審計委員會同意日期:
1.民國101年6月15日
24.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）:
新台幣：166,888仟元
25.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
實收資本額之比率:
72%
26.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
總資產之比率:
21%
27.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
歸屬於母公司業主之權益之比率:
28%
28.迄目前為止，實際赴大陸地區投資總額:
人民幣3,200萬元整
29.迄目前為止，實際赴大陸地區投資總額占最近期財務報表實收資本額之比率:
67%
30.迄目前為止，實際赴大陸地區投資總額占最近期財務報表總資產之比率:
20%
31.迄目前為止，實際赴大陸地區投資總額占最近期財務報表歸屬於母公司業主之權益之比率:
26%
32.最近三年度認列投資大陸損益金額:
102年度：不適用。
103年度：不適用。
104年度：新台幣-196仟元。
33.最近三年度獲利匯回金額:
無。
34.本次交易會計師出具非合理性意見:否或不適用
35.其他敘明事項:
無。"
"151","<U+00A0>105/08/19","<U+00A0>11:04:37","<U+00A0>黃梅雪","<U+00A0>副總經理","<U+00A0>
澄清105/8/19工商時報C4版之報導","1.傳播媒體名稱:工商時報
2.報導日期:105/08/19
3.報導內容:有關易華電相關報導
4.投資人提供訊息概要:無。
5.公司對該等報導或提供訊息之說明:
(1)針對媒體報導內容純屬媒體自行臆測，特此澄清。
(2)所有資訊應根據公開資訊觀測站公佈之資訊為準。
6.因應措施:本公司透過公開資訊觀測站發佈重大訊息澄清說明。
7.其他應敘明事項:無"
"152","<U+00A0>105/08/19","<U+00A0>13:14:25","<U+00A0>蔡孟霖","<U+00A0>總經理","<U+00A0>
更正公告本公司105年度第二季合併財務報告部分資訊","1.事實發生日:105/08/19
2.公司名稱:友霖生技醫藥(股)公司
3.與公司關係(請輸入本公司或聯屬公司):本公司
4.相互持股比例(若前項為本公司，請填不適用):不適用
5.發生緣由:更正本公司105年度第二季合併財務報告有關預收股款（權益項下）之
約當發行股數及每股淨值如下:
更正前 預收股款（權益項下）之約當發行股數 19,427股，每股淨值 10.57元
更正後 預收股款（權益項下）之約當發行股數 19,427,416股，每股淨值 8.98元
6.因應措施:於公開資訊觀測站發布重大訊息並重新上傳更正後資料。
7.其他應敘明事項:無。"
"153","<U+00A0>105/08/19","<U+00A0>13:27:22","<U+00A0>陳正煌","<U+00A0>總經理","<U+00A0>
公告105年07月份自結合併財務報告之負債比率、流動比率
及速動比率","1.事實發生日:105/08/19
2.公司名稱:驊陞科技股份有限公司
3.與公司關係(請輸入本公司或聯屬公司):本公司
4.相互持股比例(若前項為本公司，請填不適用):不適用
5.發生緣由:因本公司103年度第2季財務報告之負債比率偏高達65.24%，依櫃買中心證櫃
審字第1030101342號函要求辦理公告
6.因應措施:每月底前公告自結合併財務報告截至前一月底之負債比率、流動比率及速動
比率
105年07月份自結合併財務報告之財務比率
負債比率=65.86%
流動比率=143.90%
速動比率=104.31%
7.其他應敘明事項:無"
"154","<U+00A0>105/08/19","<U+00A0>14:18:58","<U+00A0>蔡易忠","<U+00A0>董事長兼總經理","<U+00A0>
公告本公司105年第二季合併營業收入自結數與會計師核閱數
差異說明並更正調整公告","1.事實發生日:105/08/19
2.公司名稱:華德動能科技股份有限公司
3.與公司關係(請輸入本公司或聯屬公司):本公司
4.相互持股比例(若前項為本公司，請填不適用):不適用
5.發生緣由:
本公司105年第二季合併自結營業收入申報數為新台幣90,364仟元，與會計師核閱數
新台幣81,817仟元，差異金額為新台幣8,547仟元，主要差異原因說明如下:
此差異數為收入認列差異造成。本公司於五月底出貨大巴一台至客戶指定地點，並
認列銷貨收入8,547千元，但因客戶未將車輛過戶領牌，會計師進行半年報查核時
依據收入認列實現原則，將此筆營收調整之。
6.因應措施:
於公開資訊觀測站發布重大訊息並更正5月單月營收及5月、6月、7月累計營收公告。
7.其他應敘明事項:無"
"155","<U+00A0>105/08/19","<U+00A0>14:47:15","<U+00A0>伍俊彥","<U+00A0>協理","<U+00A0>
公告本公司設置審計委員會","1.發生變動日期:105/08/19
2.功能性委員會名稱:審計委員會
3.舊任者姓名及簡歷:不適用
4.新任者姓名及簡歷:朱博湧/交通大學管理科學系教授
顏溪成/台大化工系教授
楊長謀/清華大學材料系教授
5.異動情形（請輸入「辭職」、「解任」、「任期屆滿」或「新任」）:新任
6.異動原因:新任
7.原任期（例xx/xx/xx ~ xx/xx/xx）:NA
8.新任生效日期:105/08/19
9.其他應敘明事項:無"
"156","<U+00A0>105/08/19","<U+00A0>14:47:46","<U+00A0>伍俊彥","<U+00A0>協理","<U+00A0>
公告本公司委任第二屆薪資報酬委員會委員","1.發生變動日期:105/08/19
2.功能性委員會名稱:薪資報酬委員會委員
3.舊任者姓名及簡歷:朱博湧/交通大學管理科學系教授
顏溪成/台大化工系教授
施大邵/英屬開曼群島商利華資本管理股份有限公司台北辦事處董事總經理
4.新任者姓名及簡歷:朱博湧/交通大學管理科學系教授
顏溪成/台大化工系教授
楊長謀/清華大學材料系教授
5.異動情形（請輸入「辭職」、「解任」、「任期屆滿」或「新任」）:任期屆滿
6.異動原因:任期屆滿
7.原任期（例xx/xx/xx ~ xx/xx/xx）:105/06/06~105/08/18
8.新任生效日期:105/08/19
9.其他應敘明事項:無"
"157","<U+00A0>105/08/19","<U+00A0>14:48:27","<U+00A0>伍俊彥","<U+00A0>協理","<U+00A0>
公告本公司第十四屆董事長選任案","1.董事會決議日或發生變動日期:105/08/19
2.舊任者姓名及簡歷:邱秀瑩/申豐董事長
3.新任者姓名及簡歷:邱秀瑩/申豐董事長
4.異動情形（請輸入「辭職」、「職務調整」、「解任」、「任期屆滿」或「新任」）:
任期屆滿
5.異動原因:任期屆滿
6.新任生效日期:105/08/19
7.其他應敘明事項:無"
